ID,Age,Gender,Marital,Ethnicity,Education,Occupation,WorkSector,ProfPosition,OrgTenure,WorkingHours,Income,BWAS_1,BWAS_2,BWAS_3,BWAS_4,BWAS_5,BWAS_6,BWAS_7,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,JSS_1,JSS_2,JSS_3,JSS_4,JSS_5,JSS_6,JSS_7,BBI_1,BBI_2,BBI_3,BBI_4,BBI_5,BBI_6,BBI_7,BBI_8,BBI_9
283,21,2,5,3,6,9,1,4,0,20,2,3,3,4,2,2,3,3,2,2,4,3,3,4,2,3,2,2,3,2,2,3,3,3,2,4,3,4,3,4,2,3,3,4,4,4
284,25,1,5,7,6,20,2,4,1,40,2,2,3,2,2,2,3,3,3,4,4,3,3,3,1,4,3,4,3,5,3,2,4,2,4,3,4,1,1,2,2,2,3,2,2,2
285,66,2,2,6,5,4,1,2,22,57,8,2,3,4,2,2,3,2,5,5,5,4,5,4,5,5,4,4,3,4,4,2,4,2,4,4,4,3,2,4,3,2,2,2,2,3
286,24,2,5,3,6,7,2,3,2,53,7,5,4,3,4,4,5,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,4,4,4,5,4,3,3,4,2,4,4,3,2,5
287,37,1,5,6,6,5,1,1,1,43,6,3,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,3,4,3,2,4,2,2,2,1,2,2
288,34,1,5,3,6,4,2,4,1,20,3,3,2,4,2,4,4,4,2,2,4,4,4,4,4,4,4,5,4,2,1,4,2,2,2,2,3,3,4,2,6,4,6,3,6,5
289,49,1,1,6,7,10,3,1,5,50,11,3,3,1,3,2,4,3,5,5,5,4,4,4,4,3,4,5,4,5,5,3,5,5,5,5,5,4,1,4,1,1,2,1,1,1
290,31,2,5,6,5,7,2,4,2,35,6,3,2,3,1,3,2,3,5,5,5,5,3,4,4,5,4,4,4,5,4,2,4,1,3,2,4,2,3,2,5,5,5,3,4,4
291,23,2,5,3,6,8,1,4,1,37,3,4,4,5,4,2,3,4,4,4,4,4,3,4,4,2,5,4,4,5,4,2,4,5,4,5,4,2,1,1,3,2,2,2,2,2
292,37,2,5,6,4,1,3,2,5,30,5,1,3,2,3,1,1,2,4,4,4,4,4,4,4,4,2,4,4,4,3,2,3,3,3,3,3,2,3,3,3,2,2,2,3,2
293,37,2,5,6,4,1,3,4,5,30,2,1,3,2,3,1,1,3,4,4,4,4,4,4,4,4,2,4,2,4,3,2,3,3,3,3,3,2,3,3,3,3,2,1,3,2
294,55,1,1,6,6,13,2,3,1,40,11,2,4,2,3,3,4,2,5,5,5,4,3,4,3,5,4,3,2,4,4,4,3,2,4,4,3,4,5,3,4,2,2,4,3,5
295,32,1,5,3,6,20,1,4,6,10,3,4,3,3,3,2,4,4,3,3,3,4,3,4,4,2,2,3,2,2,2,2,2,4,2,4,2,3,5,4,4,4,4,5,4,3
296,54,2,3,6,6,1,3,1,5,61,4,2,5,4,5,2,5,3,4,4,5,5,4,5,4,5,2,5,2,5,4,5,3,5,3,5,4,6,2,6,1,6,3,5,2,5
297,34,2,5,8,5,7,2,4,4,6,2,1,3,3,3,1,3,3,4,4,3,4,4,4,3,4,3,4,4,4,2,1,2,1,2,4,2,2,5,4,6,5,5,2,5,3
298,29,2,1,6,6,20,2,4,3,50,11,2,2,2,1,1,2,2,5,5,5,4,4,4,3,5,3,4,2,1,2,4,4,2,2,5,2,4,4,1,3,2,1,1,2,1
299,27,2,5,6,6,8,1,4,3,45,3,3,4,2,2,3,5,2,5,2,5,4,4,4,4,5,4,4,4,4,5,4,4,2,5,5,5,5,1,1,2,2,2,4,2,1
300,27,2,5,6,5,8,2,2,2,40,5,3,3,1,2,3,2,2,5,5,5,5,4,4,5,5,5,5,4,5,5,4,4,1,4,5,5,4,1,2,1,2,1,2,2,2
301,64,1,1,6,5,10,2,3,32,50,11,4,4,3,4,3,3,3,4,2,4,1,4,3,2,4,4,4,2,1,2,5,4,5,3,4,2,5,6,4,6,5,4,2,5,5
302,22,2,5,3,6,7,1,4,1,20,1,4,1,4,2,3,2,3,5,4,5,5,5,5,3,5,5,4,5,4,4,1,5,2,4,2,5,1,2,1,1,2,2,1,2,3
303,24,2,5,8,5,6,1,4,3,27,2,3,1,1,3,1,3,2,4,5,5,2,4,4,4,5,4,4,3,4,3,5,4,1,3,5,3,2,4,4,1,4,2,1,4,6
304,22,2,5,6,5,23,1,4,3,20,1,2,4,2,1,2,3,4,2,4,2,4,2,4,2,2,2,4,2,1,1,1,1,4,1,2,2,2,6,2,5,5,5,3,5,4
305,27,1,5,3,6,13,2,2,2,40,6,3,4,4,3,2,4,3,4,4,4,2,3,4,3,4,4,4,4,4,3,2,3,1,2,4,3,5,4,4,4,3,3,5,3,4
306,28,2,5,3,6,2,2,4,0,24,12,4,4,2,2,3,4,3,4,3,4,2,4,4,5,4,3,3,4,4,4,4,4,4,4,4,4,2,3,1,4,5,3,1,2,3
307,54,2,5,6,7,4,1,3,25,20,5,2,2,1,1,1,3,1,5,4,5,5,3,5,2,4,3,5,3,4,4,3,5,3,4,4,5,3,1,2,1,2,3,2,4,3
308,35,1,1,3,6,18,1,2,7,40,2,1,3,2,1,1,4,3,5,4,5,3,4,2,4,5,2,4,1,2,1,1,3,1,2,2,1,2,6,6,6,6,6,2,2,5
309,28,2,5,6,5,13,2,2,4,50,4,2,4,4,4,1,3,3,4,4,4,3,4,4,2,4,3,4,4,4,2,4,3,2,4,4,2,5,5,4,2,5,2,4,2,4
310,28,2,5,4,5,4,2,3,3,42,3,5,4,5,2,3,3,3,4,4,5,5,5,5,5,5,3,5,5,5,5,3,4,4,5,3,4,2,2,1,4,2,2,2,3,2
311,19,1,5,6,5,23,3,4,1,12,1,3,3,2,3,1,4,2,4,4,2,3,4,3,3,4,4,4,4,3,4,4,5,4,5,3,4,4,4,2,2,4,5,4,4,2
312,32,2,5,6,5,6,1,4,3,33,8,2,3,3,1,1,3,3,2,4,2,4,4,4,4,5,4,4,4,4,4,4,3,2,4,2,4,3,2,2,2,2,2,1,4,2
313,26,1,5,4,3,19,1,4,4,50,2,3,4,2,2,2,4,1,4,4,4,4,4,4,5,4,4,4,5,5,5,3,5,5,5,4,4,1,1,1,1,1,1,1,1,1
314,23,2,5,6,5,7,2,4,1,40,2,2,4,1,3,1,4,3,4,4,4,4,3,4,4,4,3,3,3,4,4,3,3,4,3,4,3,3,4,1,3,4,4,2,4,3
315,23,2,5,3,5,7,2,4,1,38,3,3,3,2,2,1,2,3,4,4,3,5,5,4,5,4,4,4,4,4,3,2,4,4,4,2,4,2,4,2,2,4,3,4,1,6
316,35,2,5,3,6,9,1,4,2,12,1,2,3,1,1,3,3,3,4,4,1,2,1,4,4,4,4,4,4,4,4,3,4,2,4,2,4,3,2,2,4,2,2,2,2,3
317,60,2,1,6,7,23,1,2,15,50,12,2,3,3,2,2,3,1,5,5,5,5,4,4,5,4,3,5,4,4,5,4,4,3,5,4,5,1,1,1,1,1,1,3,1,1
318,43,2,5,6,5,6,1,3,9,26,2,1,1,1,2,2,1,1,4,4,3,4,4,4,2,4,3,4,4,3,4,3,4,2,3,2,4,2,5,3,4,4,4,1,5,2
319,25,2,5,3,5,10,2,2,3,60,2,4,5,5,5,3,5,4,4,4,4,2,4,4,3,4,3,5,5,4,4,5,4,2,4,5,4,5,4,5,6,5,6,3,5,3
320,24,1,5,3,6,20,2,2,4,40,2,3,1,1,1,3,3,1,1,1,1,3,3,3,1,1,3,3,3,2,4,4,2,3,1,3,1,3,4,4,2,2,4,4,2,2
321,23,1,5,6,6,7,1,2,7,33,3,1,2,1,1,1,1,1,5,4,5,5,4,4,4,4,5,4,3,4,2,2,3,4,2,4,4,2,4,1,3,2,2,1,3,2
322,33,2,5,2,5,15,2,2,7,8,1,5,5,2,4,5,5,5,4,1,3,1,1,2,3,5,2,3,3,2,1,3,1,4,2,5,2,6,6,6,4,6,5,6,6,4
323,44,2,1,6,7,4,1,4,20,50,3,4,5,5,2,5,5,5,4,4,4,3,3,4,4,5,3,2,4,2,2,5,3,4,2,5,2,6,5,6,5,2,3,6,4,3
324,51,2,4,6,5,4,1,2,7,37,5,2,3,3,2,1,3,2,5,4,5,5,4,2,5,5,4,4,4,4,4,4,4,2,4,4,3,4,4,4,2,4,2,2,3,5
325,28,2,1,6,5,4,1,1,3,45,2,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,2,4,3,5,4,4,5,4,5,4,5,1,4,2,2,3,5
326,25,1,5,6,2,14,2,4,1,19,1,2,4,3,4,3,3,2,4,2,3,4,4,4,4,4,4,4,4,4,3,2,3,2,3,4,4,3,2,2,4,2,2,2,2,2
327,19,1,5,4,5,18,2,3,46,65,2,4,5,4,2,3,3,1,3,3,5,4,1,5,5,5,4,5,3,4,4,5,4,4,4,5,2,4,4,5,6,4,6,1,6,5
328,40,3,1,6,6,13,2,2,2,32,4,2,3,3,3,2,3,2,5,4,5,4,4,4,4,4,4,5,4,4,5,4,5,2,5,4,5,2,1,1,2,2,5,2,2,1
329,35,1,5,6,7,8,1,3,0,40,5,3,4,3,4,3,3,3,4,2,4,3,2,3,2,5,2,4,2,2,3,4,2,2,2,4,2,6,5,5,5,5,2,4,5,5
330,21,2,5,6,3,9,2,4,1,28,2,4,4,2,2,4,3,2,3,4,4,4,1,4,2,5,3,4,2,4,2,1,2,1,2,3,2,4,4,2,4,4,4,3,3,2
331,27,2,1,6,6,3,2,2,5,50,10,3,2,4,2,3,4,1,4,5,4,4,4,4,4,5,4,4,3,4,3,4,3,2,2,3,3,2,4,1,3,3,3,1,4,3
332,23,2,5,3,6,4,1,4,2,60,3,2,4,2,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,6,2,4,3
333,26,1,1,6,6,23,1,4,9,19,2,1,1,1,3,1,4,3,4,2,4,5,5,3,3,5,4,5,1,4,1,1,1,5,1,4,1,2,5,5,4,2,1,3,2,6
334,27,2,5,6,5,4,1,4,3,32,4,3,4,4,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,5,2,5,4,4,4,2,4,4
335,47,2,1,6,5,10,3,1,2,44,11,3,2,1,3,1,3,2,5,5,4,4,5,4,4,5,4,4,4,4,5,4,4,3,4,4,5,4,2,1,2,2,4,2,2,1
336,47,2,1,3,6,13,2,1,3,59,12,4,4,1,1,1,4,2,5,5,5,4,4,5,3,5,5,5,5,5,4,4,4,3,4,4,4,4,2,2,4,4,2,2,2,4
337,47,2,4,6,5,13,2,2,2,40,11,2,3,3,2,2,2,2,4,4,3,3,4,4,4,4,3,4,3,4,4,4,4,3,4,3,4,2,2,2,3,4,2,2,2,2
338,28,2,5,6,7,8,1,4,4,37,5,1,2,2,2,2,2,2,4,4,4,4,3,4,4,4,3,4,3,4,4,3,4,3,3,3,4,2,2,2,3,2,2,1,2,4
339,47,2,4,6,4,5,1,1,18,51,10,3,4,2,2,1,4,4,4,5,4,4,4,3,3,4,3,1,3,3,2,4,3,1,2,4,2,5,4,4,2,5,4,4,5,3
340,20,2,5,6,5,9,1,4,1,18,1,3,3,3,3,2,4,2,4,3,4,3,4,4,4,4,3,4,2,4,3,1,4,4,4,4,3,3,4,2,4,4,4,3,2,4
341,41,2,1,1,6,4,1,4,2,40,7,3,4,3,5,3,5,3,5,5,4,4,5,5,5,5,1,5,5,4,5,2,4,3,4,5,4,4,4,4,4,6,6,4,4,5
342,42,2,1,8,3,5,1,4,0,45,4,3,4,1,2,1,4,3,3,4,4,5,3,4,4,4,4,5,4,5,4,1,3,3,3,3,4,2,2,1,2,1,2,2,1,2
343,24,2,5,6,5,9,1,4,1,20,2,2,3,4,1,2,2,3,4,4,4,4,3,4,3,5,4,4,2,2,2,1,2,2,2,1,3,2,6,4,3,4,2,2,5,4
344,32,2,1,6,5,10,2,4,1,40,6,3,2,1,1,2,3,1,2,2,3,4,4,3,5,5,4,4,5,5,5,1,5,2,5,4,5,1,1,1,1,1,1,1,1,1
345,39,1,1,8,5,20,2,3,10,49,7,3,4,2,1,1,3,3,5,4,4,3,4,4,4,5,3,4,4,5,4,2,3,2,3,4,4,2,3,2,3,4,3,3,4,4
346,41,2,1,8,6,13,1,1,9,39,11,4,5,4,4,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,1,3,3,5,5,3,5,6,2,6,4,6,2,6,6
347,24,1,5,6,6,2,2,4,0,55,2,5,4,2,2,1,5,5,3,3,2,4,3,4,4,4,4,4,2,2,2,2,1,4,2,5,2,5,4,6,5,5,5,5,6,5
348,25,2,3,6,6,4,1,4,2,36,1,1,3,4,4,2,2,3,3,2,3,3,3,3,3,1,4,4,3,2,4,1,4,2,4,4,3,3,3,5,3,5,2,2,3,1
349,29,2,5,6,6,23,2,4,1,40,7,3,4,2,2,2,4,3,4,4,4,2,3,4,4,3,2,4,2,4,3,4,3,4,3,4,4,4,4,2,4,4,4,2,5,2
350,26,2,5,6,5,23,1,4,0,45,5,3,4,4,3,3,4,4,4,2,4,3,3,3,2,5,3,4,2,1,4,3,4,4,5,5,4,6,4,5,4,3,4,4,4,2
351,50,1,1,6,5,2,2,1,26,50,11,1,3,4,3,1,3,3,4,2,4,4,3,3,3,4,4,4,3,2,2,3,2,4,2,3,2,3,2,4,4,3,4,3,2,3
352,35,2,5,6,5,13,1,2,6,40,6,4,4,4,4,4,4,4,4,5,2,4,4,4,4,5,2,4,4,2,4,3,2,2,2,4,3,4,5,5,5,6,3,4,6,5
353,49,2,5,6,6,2,2,1,6,50,11,2,4,2,2,3,3,3,5,5,5,4,4,3,4,5,2,4,3,4,2,2,2,3,2,4,2,5,5,5,3,2,4,4,4,5
354,29,2,5,7,7,2,2,4,1,40,5,2,3,2,4,4,3,3,5,4,4,3,3,3,4,4,4,5,4,4,2,3,1,2,3,3,2,3,3,4,3,2,2,2,3,4
355,22,2,5,5,4,5,1,4,4,24,12,1,1,1,1,1,1,1,3,4,3,5,4,4,4,5,3,4,5,5,4,3,4,3,4,2,3,1,1,1,4,1,1,1,1,4
356,22,2,5,3,6,9,1,4,0,15,1,3,3,1,1,1,1,3,3,3,3,3,4,3,2,4,4,3,4,4,1,3,1,5,1,5,1,3,4,2,6,5,4,2,3,4
357,23,2,5,4,6,10,1,4,1,36,3,1,3,1,1,1,1,4,4,4,3,4,5,4,5,5,2,4,2,4,2,1,2,1,1,1,1,4,6,1,2,2,6,1,6,3
358,23,2,5,6,5,5,2,4,1,17,2,1,1,1,1,1,4,3,2,2,2,4,3,2,2,4,3,4,2,4,3,1,3,1,3,3,2,2,4,2,4,5,5,4,5,2
359,27,2,5,3,6,14,2,4,3,40,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,3,4,3,3,,5,4,2,3,5,3,4,4,5,5,4,4,5,4,5
360,23,2,1,6,3,5,1,4,1,25,4,4,2,3,3,2,4,2,2,3,3,3,4,4,4,4,3,4,4,4,4,1,3,4,4,4,4,2,2,2,2,2,2,2,2,5
361,24,2,5,8,6,4,1,4,4,35,1,4,4,5,3,3,5,3,4,4,4,4,3,4,4,2,2,4,3,2,3,2,3,4,4,5,3,5,5,5,5,2,2,5,2,6
362,29,4,1,3,6,23,2,4,4,45,5,3,4,2,4,2,4,4,4,4,4,2,3,3,4,3,4,3,3,4,3,3,4,4,4,4,4,4,4,2,5,4,4,4,4,3
363,33,2,3,6,6,13,3,3,7,50,3,3,3,3,3,4,4,4,5,5,5,5,4,5,4,4,4,5,4,5,5,1,5,4,4,4,4,4,1,1,1,2,2,5,1,1
364,34,1,1,3,6,2,3,1,16,45,8,2,4,2,4,2,4,3,4,4,4,3,3,4,4,4,3,4,4,4,2,2,3,2,2,4,2,3,5,2,5,4,5,2,2,5
365,20,2,5,4,3,7,1,4,0,40,6,2,3,2,1,4,4,2,4,4,4,4,4,4,3,4,4,4,4,5,3,1,2,2,3,3,4,4,3,6,5,4,4,4,4,3
366,19,1,5,8,2,20,3,4,6,30,12,1,2,3,2,2,5,2,3,3,1,2,4,2,4,5,5,5,4,2,1,5,2,1,5,1,,1,6,2,1,4,5,1,3,1
367,27,1,5,5,5,5,1,4,2,40,4,3,3,5,5,5,3,4,4,4,4,4,5,5,5,3,5,5,2,2,5,3,5,1,5,1,5,2,3,1,4,3,4,1,3,3
368,50,2,1,6,6,2,1,2,2,28,4,3,3,1,1,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,2,2,3,3,3,2,2,2
369,24,2,5,6,5,20,2,4,1,42,6,2,3,4,1,4,2,2,3,4,3,4,2,3,1,4,1,1,1,3,4,4,5,1,4,4,4,5,3,4,3,2,5,2,3,2
370,24,2,5,3,6,10,2,4,3,48,2,5,3,3,3,2,4,2,4,3,4,4,4,4,3,4,3,4,3,3,2,4,3,2,3,3,2,3,4,2,5,5,5,3,5,5
371,30,2,1,6,6,14,2,2,7,37,12,1,1,1,1,1,1,1,4,5,4,5,3,5,4,5,1,5,3,4,1,2,3,1,1,2,4,2,4,5,4,1,3,2,2,2
372,34,1,1,6,6,5,1,1,8,55,7,3,4,5,3,4,5,4,4,5,4,4,4,4,4,5,3,5,4,4,3,4,3,4,3,4,3,4,4,5,4,4,2,3,3,5
373,26,2,5,4,5,5,1,4,3,20,2,4,4,4,2,4,3,1,5,2,4,4,4,2,3,2,4,4,5,4,5,3,5,4,4,5,5,4,1,4,2,2,4,2,1,3
374,23,2,5,6,6,7,2,4,2,32,2,3,4,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,3,5,2,2,4,2,2,4,4,5,4,3,5,6,4,4,4,3
375,27,2,5,6,5,14,1,4,2,40,3,1,3,4,3,1,2,2,4,4,4,3,3,3,4,4,3,3,1,2,1,1,2,2,2,4,2,3,5,4,5,5,5,2,6,4
376,30,2,5,3,6,2,2,2,5,40,3,2,3,2,1,1,3,2,4,4,4,4,4,4,4,4,3,4,4,3,3,2,4,3,3,3,4,2,5,2,5,5,2,2,4,4
377,36,1,5,4,5,15,2,1,1,49,1,3,5,3,2,4,1,1,5,5,5,5,3,4,5,5,2,4,3,5,3,4,5,5,3,5,4,2,1,4,1,1,1,1,4,6
378,28,2,5,3,6,23,3,2,0,29,4,2,4,4,2,4,4,5,4,4,5,5,4,4,4,2,4,4,4,4,5,2,4,4,5,2,5,4,2,5,5,4,5,2,4,6
379,30,2,1,4,5,7,2,4,4,34,4,3,4,3,4,2,2,3,3,2,4,4,4,5,5,5,4,4,3,2,1,2,3,4,2,2,3,2,6,4,4,5,5,1,4,5
380,25,1,1,3,6,21,2,2,3,40,9,2,2,4,3,3,3,2,4,5,5,4,4,4,5,5,5,3,4,3,4,3,4,5,5,3,4,3,2,2,4,4,3,3,2,2
381,23,2,5,3,2,9,1,4,2,15,1,2,3,4,3,2,2,2,4,4,2,4,3,4,4,4,3,2,2,2,3,2,2,2,2,4,2,2,4,2,4,4,4,2,5,4
382,22,2,5,6,6,13,2,3,1,40,1,4,5,5,4,3,4,5,4,4,3,3,4,5,5,4,3,4,3,4,2,3,3,3,3,5,2,5,4,5,5,3,3,3,3,4
383,43,1,1,3,6,4,2,3,3,40,8,2,3,2,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,4,2,1,3,2,2,3,2,1,5
384,48,1,1,6,5,23,3,1,17,80,11,3,4,2,5,2,3,2,5,5,5,1,5,5,5,2,2,2,5,5,5,3,5,5,5,2,5,3,3,4,4,3,1,4,2,6
385,47,2,5,6,4,2,2,2,15,50,11,3,3,3,3,2,3,2,4,4,5,4,4,4,4,4,4,4,4,4,3,2,3,1,3,4,4,2,4,2,4,4,4,2,3,2
386,27,2,5,6,6,4,1,4,1,45,1,3,3,2,3,4,3,3,3,3,3,4,3,4,4,3,2,4,4,4,3,2,3,4,3,4,4,3,3,3,3,3,3,3,3,3
387,21,2,5,3,2,23,3,4,4,25,12,2,2,4,1,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,4,4,2,3,2,3,2,3,2,2,2,3,3
388,22,1,5,3,5,10,2,4,1,55,6,3,3,3,3,3,4,4,3,4,4,4,4,5,3,4,4,3,3,2,4,4,3,4,4,4,3,4,5,3,4,4,5,4,3,4
389,23,2,5,6,5,7,2,4,2,10,1,3,3,4,3,1,2,2,3,2,2,4,3,3,2,4,2,4,3,3,3,2,2,4,2,4,4,3,5,3,5,5,5,5,6,4
390,25,2,5,3,6,23,2,2,3,50,3,5,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,3,5,4,4,4,4,5,5,4,4,5,6,5,5,5,5,6,4,6
391,22,2,5,6,6,7,1,4,1,22,1,4,4,3,2,2,4,4,4,4,4,4,4,3,4,4,4,4,3,3,2,3,2,5,4,4,2,4,5,4,5,5,5,4,5,5
392,37,1,1,6,6,2,2,1,0,50,11,3,4,2,2,5,3,3,5,5,4,5,5,5,4,5,5,5,4,5,2,3,3,4,3,5,2,4,3,5,4,6,4,4,6,3
393,48,2,1,6,5,2,2,1,17,50,11,3,2,3,2,2,5,3,4,4,4,4,3,4,3,4,4,4,4,2,3,2,3,4,4,5,3,4,5,3,4,2,2,4,4,4
394,47,2,3,6,6,23,3,1,2,70,2,2,5,4,3,4,4,4,4,4,5,4,3,5,2,5,4,4,4,4,4,4,4,4,4,5,4,5,2,3,2,2,2,4,2,1
395,56,1,5,6,6,13,2,3,2,40,8,1,2,2,1,3,3,2,4,3,4,4,2,3,2,4,2,4,2,2,1,3,2,3,1,3,1,1,6,4,5,5,4,2,6,5
396,35,1,5,6,6,13,1,1,1,42,7,1,3,2,1,1,3,2,4,4,4,4,4,3,4,5,4,5,3,4,4,4,3,2,3,3,4,2,2,3,5,4,3,2,4,3
397,40,2,5,6,6,2,2,2,15,50,7,4,5,3,4,5,5,5,4,4,2,5,1,5,4,5,4,4,2,2,2,2,2,1,1,5,3,6,6,5,5,6,5,6,4,5
398,50,2,1,6,6,2,2,2,3,55,8,2,5,4,4,3,5,4,5,5,5,4,2,2,2,3,2,4,3,2,3,3,2,2,2,5,1,6,6,5,2,6,1,4,5,5
399,30,2,5,3,6,2,2,2,5,40,3,3,3,3,3,2,3,1,4,4,4,4,4,4,4,4,2,4,4,3,3,2,3,3,3,3,4,2,4,2,4,4,4,2,4,4
400,20,1,5,3,5,2,2,3,1,40,2,3,3,4,3,3,3,4,4,4,5,4,4,5,4,5,4,4,4,3,4,3,3,2,5,3,4,4,4,5,4,5,4,5,4,4
401,43,2,1,7,7,4,1,4,0,46,5,5,5,5,5,5,5,5,4,4,4,4,3,3,2,5,4,4,5,3,4,5,5,2,5,5,4,5,1,2,1,3,2,4,2,2
402,23,2,5,2,5,4,1,4,2,40,5,1,3,1,3,1,2,3,4,3,4,4,4,4,4,4,2,4,4,4,4,1,3,1,4,3,4,2,1,2,2,3,1,1,1,5
403,25,1,5,6,5,10,3,4,1,20,2,4,4,4,1,3,4,1,2,2,1,2,3,4,4,4,4,4,4,2,4,2,4,1,2,4,3,5,2,5,4,4,5,4,4,3
404,48,1,5,7,6,14,2,4,8,35,6,1,1,1,1,1,1,3,5,1,5,5,5,5,5,5,4,5,4,5,2,3,1,1,1,2,1,1,6,1,6,2,1,1,1,4
405,23,1,5,6,6,2,2,4,1,55,3,2,2,3,3,4,3,4,3,4,3,4,3,5,2,3,2,4,5,2,4,3,2,4,3,2,3,5,2,2,4,4,5,3,5,6
406,22,2,5,3,5,13,1,4,1,40,4,4,1,1,1,2,1,1,2,2,2,4,4,2,2,4,4,2,4,4,4,1,2,1,3,1,4,2,2,1,2,2,2,2,4,2
407,23,1,5,6,6,2,2,4,2,46,6,3,2,2,2,2,2,2,4,4,4,4,4,4,4,5,4,4,4,5,4,3,4,4,3,4,4,3,2,2,3,2,3,2,2,2
408,22,1,5,6,6,2,2,3,2,50,4,2,3,4,2,2,2,1,4,4,5,5,3,3,4,5,4,5,4,4,5,4,4,5,4,4,5,2,2,2,4,2,2,2,2,3
409,35,1,1,6,7,8,2,4,2,40,3,1,4,3,2,1,4,3,4,4,4,4,2,4,4,4,4,3,3,2,2,2,2,2,2,4,2,4,6,4,4,5,5,3,5,2
410,54,2,1,6,2,2,1,2,25,30,8,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,2,4,4,4,4,4,4,2,4,4
411,22,1,5,6,2,14,1,4,2,5,1,1,2,1,1,1,1,1,3,4,4,3,3,4,4,5,4,4,3,4,2,3,3,2,1,2,2,1,5,1,6,4,6,1,4,3
412,53,2,5,8,6,14,1,3,18,35,8,1,1,1,1,1,1,1,5,5,5,4,2,4,2,5,4,5,5,4,1,1,1,1,1,1,1,2,6,1,6,5,5,1,5,6
413,27,2,1,6,5,19,2,3,2,44,4,1,3,1,2,2,4,4,4,4,5,5,4,3,2,5,4,5,4,5,4,5,4,4,4,5,3,2,6,6,5,6,6,4,4,6
414,36,2,5,6,6,1,1,4,7,43,2,3,5,5,3,3,4,5,3,4,5,3,3,4,3,4,4,4,3,4,2,3,1,2,2,4,3,6,6,6,4,4,5,5,6,6
415,24,2,5,6,5,23,1,4,1,32,2,2,2,2,1,3,2,1,3,4,3,4,3,3,4,4,4,4,4,3,4,4,3,1,4,4,4,3,2,3,3,4,3,1,3,2
416,53,2,1,6,6,4,1,3,1,19,4,2,3,1,1,2,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2,4,1,1,1,1,1,1,1,1,1
417,29,2,5,3,6,1,2,4,2,40,1,4,5,4,3,2,4,5,5,5,5,4,3,2,2,5,4,3,4,2,1,1,1,3,1,5,2,5,6,5,6,4,5,3,6,5
418,25,1,5,3,5,13,1,4,2,40,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,4,2,3,3,1,3,2,2,2,3,2,2,2,3,2,2,3,3,3,3
419,38,1,1,6,5,5,1,4,2,27,3,1,2,2,2,2,3,3,3,3,4,4,4,3,5,5,3,4,3,4,4,4,4,4,3,3,4,2,2,3,1,2,2,3,3,4
420,37,1,1,6,7,4,1,4,7,40,2,3,2,1,3,2,1,2,4,4,5,3,5,5,5,4,2,4,5,5,5,2,4,3,4,2,5,3,1,2,1,2,2,3,1,1
421,26,1,5,3,6,2,2,3,4,40,12,2,4,5,4,3,4,4,4,4,4,2,3,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,2,3,2,4,2,2,2,5
422,54,1,1,6,2,20,1,2,27,44,9,3,4,3,3,3,3,3,4,5,4,4,4,4,3,4,3,4,4,3,3,2,3,4,2,5,3,4,4,6,5,5,3,5,2,4
423,26,1,5,3,6,5,1,3,6,51,3,4,3,3,4,3,4,3,4,4,4,4,4,5,5,5,4,4,4,5,5,2,5,5,5,5,5,5,2,2,2,2,2,2,2,2
424,22,2,5,6,5,2,2,2,1,44,2,4,5,3,4,3,5,5,3,3,2,2,2,2,3,4,2,3,4,4,2,1,2,3,2,5,2,6,6,5,6,6,6,4,4,5
425,36,1,5,6,5,14,2,3,1,30,12,2,3,1,1,1,3,3,4,4,4,4,3,4,3,4,3,4,3,3,3,4,2,3,3,4,3,3,5,3,3,3,4,2,5,3
426,25,1,5,3,6,2,2,3,2,38,4,4,3,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4
427,26,1,5,2,5,13,2,3,3,40,3,2,3,2,4,4,2,3,2,3,1,4,1,2,2,1,5,3,3,4,3,5,5,2,2,5,2,3,3,6,4,3,6,1,3,3
428,43,2,1,2,6,8,1,4,2,36,5,4,5,5,5,4,4,5,4,4,4,4,4,4,4,5,3,5,4,5,4,4,4,4,4,5,4,5,2,4,2,2,2,5,2,2
